organismal_trait	pSTR	lrt_pvalue	adjusted_p	BF_significant
Albendazole_q90.TOF	STR_7318	2.01106403793511e-07	0.000498140562196528	TRUE
Albendazole_q90.TOF	STR_7336	0.250143684566331	1	FALSE
Albendazole_q90.TOF	STR_7340	0.671533414987534	1	FALSE
Albendazole_q90.TOF	STR_7346	0.319588229093521	1	FALSE
Albendazole_q90.TOF	STR_7349	0.00389538207003731	1	FALSE
Albendazole_q90.TOF	STR_7356	0.000803528577572307	1	FALSE
Albendazole_q90.TOF	STR_7363	0.0496895172638202	1	FALSE
Albendazole_q90.TOF	STR_7397	4.50141731531322e-05	0.111500106900309	FALSE
Albendazole_q90.TOF	STR_7409	0.00128680922040188	1	FALSE
Albendazole_q90.TOF	STR_7411	0.000831358207846292	1	FALSE
Albendazole_q90.TOF	STR_7421	0.055401672018732	1	FALSE
Albendazole_q90.TOF	STR_7429	0.000301797196685517	0.747551656190025	FALSE
Albendazole_q90.TOF	STR_7436	0.189099078110778	1	FALSE
Albendazole_q90.TOF	STR_7437	2.43610614840018e-08	6.03423492958725e-05	TRUE
Albendazole_q90.TOF	STR_7451	0.0103880962986708	1	FALSE
Albendazole_q90.TOF	STR_7453	0.0828956717340299	1	FALSE
Albendazole_q90.TOF	STR_7455	3.37032875927941e-05	0.0834830433673509	FALSE
Albendazole_q90.TOF	STR_7456	0.12875637074869	1	FALSE
Albendazole_q90.TOF	STR_7459	0.113800445018039	1	FALSE
Albendazole_q90.TOF	STR_7464	0.289830672193394	1	FALSE
Albendazole_q90.TOF	STR_7481	0.0128908755843866	1	FALSE
Albendazole_q90.TOF	STR_7490	0.42248576359072	1	FALSE
Albendazole_q90.TOF	STR_75	0.126911634243046	1	FALSE
Albendazole_q90.TOF	STR_7537	0.0170749726254416	1	FALSE
Albendazole_q90.TOF	STR_7557	0.0134183128472493	1	FALSE
Albendazole_q90.TOF	STR_7559	0.00514694098385566	1	FALSE
Albendazole_q90.TOF	STR_7568	0.0942842702295057	1	FALSE
Albendazole_q90.TOF	STR_7579	0.0342754682367065	1	FALSE
Albendazole_q90.TOF	STR_7586	0.113469507644214	1	FALSE
Albendazole_q90.TOF	STR_7592	0.393064557725072	1	FALSE
Albendazole_q90.TOF	STR_76	0.356104641275881	1	FALSE
Albendazole_q90.TOF	STR_7601	0.0804194204531403	1	FALSE
Albendazole_q90.TOF	STR_761	0.285524506532061	1	FALSE
Albendazole_q90.TOF	STR_7637	0.000659384109683701	1	FALSE
Albendazole_q90.TOF	STR_7638	0.116749444111228	1	FALSE
Albendazole_q90.TOF	STR_7647	0.00475061336666043	1	FALSE
Albendazole_q90.TOF	STR_7648	0.0027081404865965	1	FALSE
Albendazole_q90.TOF	STR_7686	0.340794241905887	1	FALSE
Albendazole_q90.TOF	STR_7699	0.0487942107948722	1	FALSE
Albendazole_q90.TOF	STR_7705	0.000519990771914	1	FALSE
Albendazole_q90.TOF	STR_7708	3.22256528288392e-07	0.000798229420570348	TRUE
Albendazole_q90.TOF	STR_7720	0.432834312625607	1	FALSE
Albendazole_q90.TOF	STR_7721	0.600555297528472	1	FALSE
Albendazole_q90.TOF	STR_7726	0.252244486494779	1	FALSE
Albendazole_q90.TOF	STR_7727	0.0451604076743708	1	FALSE
Albendazole_q90.TOF	STR_7747	0.000261076283223722	0.64668595354516	FALSE
Albendazole_q90.TOF	STR_7760	0.132364512190498	1	FALSE
Albendazole_q90.TOF	STR_7770	0.0325131810571971	1	FALSE
Albendazole_q90.TOF	STR_7796	0.000125910098017298	0.311879312788846	FALSE
Albendazole_q90.TOF	STR_7815	0.0999633223637399	1	FALSE
Albendazole_q90.TOF	STR_7817	0.0705104143213373	1	FALSE
Albendazole_q90.TOF	STR_7822	0.035315062079835	1	FALSE
Albendazole_q90.TOF	STR_7827	0.000254147446712975	0.62952322550804	FALSE
Albendazole_q90.TOF	STR_7829	0.000531662446209922	1	FALSE
Albendazole_q90.TOF	STR_7837	0.473651198785913	1	FALSE
Albendazole_q90.TOF	STR_7839	0.614470892965207	1	FALSE
Albendazole_q90.TOF	STR_7842	0.0807125873003664	1	FALSE
Albendazole_q90.TOF	STR_7844	0.0341575384764795	1	FALSE
Albendazole_q90.TOF	STR_7849	0.0406989399448273	1	FALSE
Albendazole_q90.TOF	STR_7854	0.0337255061798053	1	FALSE
Albendazole_q90.TOF	STR_7858	0.96413839126407	1	FALSE
Albendazole_q90.TOF	STR_7859	0.0033399107372302	1	FALSE
Albendazole_q90.TOF	STR_7862	0.707361815410741	1	FALSE
Albendazole_q90.TOF	STR_7863	0.966161669969324	1	FALSE
Albendazole_q90.TOF	STR_7868	0.998426574731379	1	FALSE
Albendazole_q90.TOF	STR_7874	0.147410791260366	1	FALSE
Albendazole_q90.TOF	STR_7878	0.86787156535945	1	FALSE
Albendazole_q90.TOF	STR_7886	0.0026011456485595	1	FALSE
Albendazole_q90.TOF	STR_7888	0.00314742554517303	1	FALSE
Albendazole_q90.TOF	STR_7890	0.323917344081789	1	FALSE
Albendazole_q90.TOF	STR_7896	0.00252857556314238	1	FALSE
Albendazole_q90.TOF	STR_7900	0.0170960407584186	1	FALSE
Albendazole_q90.TOF	STR_7903	0.164253254221649	1	FALSE
Albendazole_q90.TOF	STR_7909	0.105913287867129	1	FALSE
Albendazole_q90.TOF	STR_7911	0.13634992211672	1	FALSE
Albendazole_q90.TOF	STR_7913	0.775039269148473	1	FALSE
Albendazole_q90.TOF	STR_7926	0.0860225940887506	1	FALSE
Albendazole_q90.TOF	STR_7937	0.396387997048963	1	FALSE
Albendazole_q90.TOF	STR_7945	0.854074539259436	1	FALSE
Albendazole_q90.TOF	STR_7949	0.990623637783752	1	FALSE
Albendazole_q90.TOF	STR_7953	0.025895711470512	1	FALSE
Albendazole_q90.TOF	STR_7954	0.74788927966584	1	FALSE
Albendazole_q90.TOF	STR_7959	0.667672305035114	1	FALSE
Albendazole_q90.TOF	STR_7969	0.913493062317621	1	FALSE
Albendazole_q90.TOF	STR_7972	0.948429494163691	1	FALSE
Albendazole_q90.TOF	STR_7983	0.0579294222913595	1	FALSE
Albendazole_q90.TOF	STR_7984	0.406377306464923	1	FALSE
Albendazole_q90.TOF	STR_7990	0.507095079737977	1	FALSE
Albendazole_q90.TOF	STR_7993	0.610033600137022	1	FALSE
Albendazole_q90.TOF	STR_7994	0.00021421114311786	0.530601001502938	FALSE
Albendazole_q90.TOF	STR_7999	5.97275199798467e-06	0.014794506699008	TRUE
Albendazole_q90.TOF	STR_80	0.806270506827098	1	FALSE
Albendazole_q90.TOF	STR_8002	0.039767060945741	1	FALSE
Albendazole_q90.TOF	STR_8004	0.130970637302585	1	FALSE
Albendazole_q90.TOF	STR_8008	0.480963893513489	1	FALSE
Albendazole_q90.TOF	STR_8010	9.70024919051027e-07	0.00240275172448939	TRUE
Albendazole_q90.TOF	STR_8018	0.0612657681781878	1	FALSE
Albendazole_q90.TOF	STR_8019	0.140636227197521	1	FALSE
Albendazole_q90.TOF	STR_8029	0.0539687147718126	1	FALSE
Albendazole_q90.TOF	STR_8039	0.434066828260401	1	FALSE
Albendazole_q90.TOF	STR_8043	4.2823486843446e-05	0.106073776911216	FALSE
Albendazole_q90.TOF	STR_8046	0.850937148815682	1	FALSE
Albendazole_q90.TOF	STR_8072	0.559833586889137	1	FALSE
Albendazole_q90.TOF	STR_8076	0.301889584394047	1	FALSE
Albendazole_q90.TOF	STR_8084	0.137096619721975	1	FALSE
Albendazole_q90.TOF	STR_8088	0.107683912157537	1	FALSE
Albendazole_q90.TOF	STR_8107	0.00115936932590085	1	FALSE
Albendazole_q90.TOF	STR_8121	0.785823328092783	1	FALSE
Albendazole_q90.TOF	STR_8130	0.127434078610305	1	FALSE
Albendazole_q90.TOF	STR_8131	0.116111445484163	1	FALSE
Albendazole_q90.TOF	STR_8134	0.393173382569704	1	FALSE
Albendazole_q90.TOF	STR_8136	0.462694820288704	1	FALSE
Albendazole_q90.TOF	STR_8139	5.68906139227992e-08	0.000140918050686774	TRUE
Albendazole_q90.TOF	STR_8142	0.243700941384963	1	FALSE
Albendazole_q90.TOF	STR_8161	0.703741233444844	1	FALSE
Albendazole_q90.TOF	STR_8162	0.33327357369988	1	FALSE
Albendazole_q90.TOF	STR_8171	0.315804365546918	1	FALSE
Albendazole_q90.TOF	STR_8173	0.530131112024142	1	FALSE
Albendazole_q90.TOF	STR_8175	0.132513585031806	1	FALSE
Albendazole_q90.TOF	STR_8181	0.0333339069956007	1	FALSE
Albendazole_q90.TOF	STR_8184	3.00663438864435e-05	0.0744743338067206	FALSE
Albendazole_q90.TOF	STR_8185	0.404595682145902	1	FALSE
Albendazole_q90.TOF	STR_8194	0.0822181642623548	1	FALSE
Albendazole_q90.TOF	STR_8202	0.078784670424376	1	FALSE
Albendazole_q90.TOF	STR_8204	0.667543228808629	1	FALSE
Albendazole_q90.TOF	STR_8206	0.0192915685773086	1	FALSE
Albendazole_q90.TOF	STR_8213	0.366199251898389	1	FALSE
Albendazole_q90.TOF	STR_8215	0.0615949782637827	1	FALSE
Albendazole_q90.TOF	STR_8233	0.0130944483031313	1	FALSE
Albendazole_q90.TOF	STR_8244	0.0276114308986455	1	FALSE
Albendazole_q90.TOF	STR_8249	0.0522786747942494	1	FALSE
Albendazole_q90.TOF	STR_8252	0.123091669682869	1	FALSE
Albendazole_q90.TOF	STR_8257	0.0396680770384875	1	FALSE
Albendazole_q90.TOF	STR_8259	0.905327420917132	1	FALSE
Albendazole_q90.TOF	STR_8262	0.534826610953797	1	FALSE
Albendazole_q90.TOF	STR_8268	0.152209520774606	1	FALSE
Albendazole_q90.TOF	STR_8269	0.000190839483307281	0.472709400152136	FALSE
Albendazole_q90.TOF	STR_8270	0.0016272735040242	1	FALSE
Albendazole_q90.TOF	STR_8277	3.75107766927961e-05	0.092914193868056	FALSE
Albendazole_q90.TOF	STR_8308	0.00569174387201078	1	FALSE
Albendazole_q90.TOF	STR_8310	0.000872539448932927	1	FALSE
Albendazole_q90.TOF	STR_8316	0.730893347743454	1	FALSE
Albendazole_q90.TOF	STR_8317	0.0173739999987429	1	FALSE
Albendazole_q90.TOF	STR_8323	0.0180289285853953	1	FALSE
Albendazole_q90.TOF	STR_8326	0.141923889566249	1	FALSE
Albendazole_q90.TOF	STR_8338	0.00295931784435542	1	FALSE
Albendazole_q90.TOF	STR_8350	1.04329409761788e-07	0.000258423947979948	TRUE
Albendazole_q90.TOF	STR_8354	0.140528202921607	1	FALSE
Albendazole_q90.TOF	STR_8362	0.513680738880071	1	FALSE
Albendazole_q90.TOF	STR_8364	1.40580734998407e-10	3.48218480591055e-07	TRUE
Albendazole_q90.TOF	STR_8365	0.0621049338748605	1	FALSE
Albendazole_q90.TOF	STR_8366	0.0585956872265294	1	FALSE
Albendazole_q90.TOF	STR_8371	0.0858408321515985	1	FALSE
Albendazole_q90.TOF	STR_8375	0.00646181718122381	1	FALSE
Albendazole_q90.TOF	STR_8379	7.77055750554328e-05	0.192476709412307	FALSE
Albendazole_q90.TOF	STR_8390	0.00812226039943115	1	FALSE
Albendazole_q90.TOF	STR_8392	1.92214831109376e-07	0.000476116136657923	TRUE
Albendazole_q90.TOF	STR_8401	0.00455016750247344	1	FALSE
Albendazole_q90.TOF	STR_8415	0.00590757421618329	1	FALSE
Albendazole_q90.TOF	STR_8419	0.0288663585090821	1	FALSE
Albendazole_q90.TOF	STR_8421	0.0594006092492496	1	FALSE
Albendazole_q90.TOF	STR_8424	0.0156941307633295	1	FALSE
Albendazole_q90.TOF	STR_8459	0.176233281401605	1	FALSE
Albendazole_q90.TOF	STR_8475	0.000348860977844283	0.864128642120289	FALSE
Albendazole_q90.TOF	STR_8486	0.549418606506636	1	FALSE
Albendazole_q90.TOF	STR_8499	0.00672650816325183	1	FALSE
Albendazole_q90.TOF	STR_8502	4.16562497638536e-05	0.103182530665065	FALSE
Albendazole_q90.TOF	STR_8510	0.000491629271276168	1	FALSE
Albendazole_q90.TOF	STR_8519	0.989605297468002	1	FALSE
Albendazole_q90.TOF	STR_8521	0.649254616496399	1	FALSE
Albendazole_q90.TOF	STR_8535	0.00519690800343909	1	FALSE
Albendazole_q90.TOF	STR_8536	0.837326638257463	1	FALSE
Albendazole_q90.TOF	STR_8538	0.262371418022631	1	FALSE
Albendazole_q90.TOF	STR_8540	0.00391296707496777	1	FALSE
Albendazole_q90.TOF	STR_8541	0.919388190542883	1	FALSE
Albendazole_q90.TOF	STR_8560	0.430574842335365	1	FALSE
Albendazole_q90.TOF	STR_8563	2.34507859083453e-08	5.80875966949714e-05	TRUE
Albendazole_q90.TOF	STR_8578	0.323671444471328	1	FALSE
Albendazole_q90.TOF	STR_8592	0.0924640340500096	1	FALSE
Albendazole_q90.TOF	STR_8593	0.000998233437516331	1	FALSE
Albendazole_q90.TOF	STR_8596	0.535656521663041	1	FALSE
Albendazole_q90.TOF	STR_8599	0.149760586724756	1	FALSE
Albendazole_q90.TOF	STR_8602	9.41669378073841e-05	0.23325150494889	FALSE
Albendazole_q90.TOF	STR_8611	0.85075731156284	1	FALSE
Albendazole_q90.TOF	STR_8619	2.5711985666891e-06	0.0063688588496889	TRUE
Albendazole_q90.TOF	STR_8631	0.854720124789994	1	FALSE
Albendazole_q90.TOF	STR_8632	0.00308357905223639	1	FALSE
Albendazole_q90.TOF	STR_8654	0.00367064189253235	1	FALSE
Albendazole_q90.TOF	STR_8658	0.107697269970013	1	FALSE
Albendazole_q90.TOF	STR_8660	1.01800899939084e-05	0.0252160829149111	TRUE
Albendazole_q90.TOF	STR_8661	0.148796068819812	1	FALSE
Albendazole_q90.TOF	STR_8663	0.00113634004218143	1	FALSE
Albendazole_q90.TOF	STR_8664	0.331314096393554	1	FALSE
Albendazole_q90.TOF	STR_8665	1.05034524048976e-05	0.0260170516069314	TRUE
Albendazole_q90.TOF	STR_8667	0.635777804503495	1	FALSE
Albendazole_q90.TOF	STR_8669	2.24167044282383e-05	0.0555261768687462	FALSE
Albendazole_q90.TOF	STR_8688	0.714088313870625	1	FALSE
Albendazole_q90.TOF	STR_87	0.708368220832415	1	FALSE
Albendazole_q90.TOF	STR_8704	0.279378137658937	1	FALSE
Albendazole_q90.TOF	STR_8706	0.524688852647554	1	FALSE
Albendazole_q90.TOF	STR_8715	0.00332591491710236	1	FALSE
Albendazole_q90.TOF	STR_8716	0.983699270676872	1	FALSE
Albendazole_q90.TOF	STR_8717	0.579083009551772	1	FALSE
Albendazole_q90.TOF	STR_8719	0.980684928293355	1	FALSE
Albendazole_q90.TOF	STR_8738	0.651825648655405	1	FALSE
Albendazole_q90.TOF	STR_8747	0.877591301165144	1	FALSE
Albendazole_q90.TOF	STR_8748	0.850263297907447	1	FALSE
Albendazole_q90.TOF	STR_8751	0.895071320784731	1	FALSE
Albendazole_q90.TOF	STR_8769	0.842702470038979	1	FALSE
Albendazole_q90.TOF	STR_8774	0.34076491151981	1	FALSE
Albendazole_q90.TOF	STR_8778	0.941881139413006	1	FALSE
Albendazole_q90.TOF	STR_8780	0.232461724082042	1	FALSE
Albendazole_q90.TOF	STR_8791	0.824033791409798	1	FALSE
Albendazole_q90.TOF	STR_8798	0.180822749197641	1	FALSE
Albendazole_q90.TOF	STR_8799	0.226141546562871	1	FALSE
Albendazole_q90.TOF	STR_8807	0.271123306366627	1	FALSE
Albendazole_q90.TOF	STR_8810	0.892433371988517	1	FALSE
Albendazole_q90.TOF	STR_8817	0.811579594132448	1	FALSE
Albendazole_q90.TOF	STR_8818	0.225017166551525	1	FALSE
Albendazole_q90.TOF	STR_8821	0.209889487610925	1	FALSE
Albendazole_q90.TOF	STR_8833	0.944633981387494	1	FALSE
Albendazole_q90.TOF	STR_8835	0.557890141758829	1	FALSE
Albendazole_q90.TOF	STR_8839	0.64913167750751	1	FALSE
Albendazole_q90.TOF	STR_884	0.113301454903002	1	FALSE
Albendazole_q90.TOF	STR_8843	0.913980545997325	1	FALSE
Albendazole_q90.TOF	STR_8846	0.000165103027547863	0.408960199236057	FALSE
Albendazole_q90.TOF	STR_8853	0.027647743043315	1	FALSE
Albendazole_q90.TOF	STR_8860	4.48923190218169e-05	0.11119827421704	FALSE
Albendazole_q90.TOF	STR_8868	0.155877067127901	1	FALSE
Albendazole_q90.TOF	STR_8881	7.44064388218896e-05	0.184304748961821	FALSE
Albendazole_q90.TOF	STR_8891	0.000114898065364778	0.284602507908554	FALSE
Albendazole_q90.TOF	STR_8894	0.589412734230196	1	FALSE
Albendazole_q90.TOF	STR_8899	2.05826271028449e-05	0.0509831673337469	FALSE
Albendazole_q90.TOF	STR_8900	4.70158127429599e-07	0.00116458168164312	TRUE
Albendazole_q90.TOF	STR_8901	4.53291132309187e-07	0.00112280213472986	TRUE
Albendazole_q90.TOF	STR_8904	0.874538373624499	1	FALSE
Albendazole_q90.TOF	STR_8905	0.969392666409624	1	FALSE
Albendazole_q90.TOF	STR_8910	0.60770160529093	1	FALSE
Albendazole_q90.TOF	STR_8911	0.936649973358282	1	FALSE
Albendazole_q90.TOF	STR_8913	6.40809409975711e-05	0.158728490850984	FALSE
Albendazole_q90.TOF	STR_8914	0.00010472255677579	0.259397773133632	FALSE
Albendazole_q90.TOF	STR_8922	2.20792338101492e-06	0.00546902621477396	TRUE
Albendazole_q90.TOF	STR_8927	0.882574869810167	1	FALSE
Albendazole_q90.TOF	STR_8932	0.123205354150647	1	FALSE
Albendazole_q90.TOF	STR_8935	0.00662833724319293	1	FALSE
Albendazole_q90.TOF	STR_8937	0.00243719023987518	1	FALSE
Albendazole_q90.TOF	STR_8941	0.0768284043753211	1	FALSE
Albendazole_q90.TOF	STR_8944	0.0753236929758917	1	FALSE
Albendazole_q90.TOF	STR_8947	3.7236051194125e-07	0.000922336988078477	TRUE
Albendazole_q90.TOF	STR_8969	0.0981993226280735	1	FALSE
Albendazole_q90.TOF	STR_8972	5.82978890694336e-09	1.44403871224987e-05	TRUE
Albendazole_q90.TOF	STR_8973	1.03041503878067e-05	0.0255233805105971	TRUE
Albendazole_q90.TOF	STR_8990	9.61304684896171e-07	0.00238115170448782	TRUE
Albendazole_q90.TOF	STR_8991	0.221656409710071	1	FALSE
Albendazole_q90.TOF	STR_8993	0.211379165692526	1	FALSE
Albendazole_q90.TOF	STR_9007	1.59590343692717e-06	0.00395305281326859	TRUE
Albendazole_q90.TOF	STR_906	0.034516118881682	1	FALSE
Albendazole_q90.TOF	STR_9086	0.0850564593623565	1	FALSE
Albendazole_q90.TOF	STR_9092	0.759690023301049	1	FALSE
Albendazole_q90.TOF	STR_9093	0.259230679430711	1	FALSE
Albendazole_q90.TOF	STR_9101	0.110296886784876	1	FALSE
Albendazole_q90.TOF	STR_9102	0.217036359938015	1	FALSE
Albendazole_q90.TOF	STR_9132	0.000364385271207299	0.902582316780479	FALSE
Albendazole_q90.TOF	STR_9143	0.0914476997842207	1	FALSE
Albendazole_q90.TOF	STR_915	0.0791827402690856	1	FALSE
Albendazole_q90.TOF	STR_9163	0.10034613576974	1	FALSE
Albendazole_q90.TOF	STR_9164	0.829698589367673	1	FALSE
Albendazole_q90.TOF	STR_9166	0.335496148210854	1	FALSE
Albendazole_q90.TOF	STR_9171	0.00810831606482576	1	FALSE
Albendazole_q90.TOF	STR_9185	0.0211306002320065	1	FALSE
Albendazole_q90.TOF	STR_9227	0.939120573953104	1	FALSE
Albendazole_q90.TOF	STR_9232	0.0771467325526933	1	FALSE
Albendazole_q90.TOF	STR_9251	0.175979622006236	1	FALSE
Albendazole_q90.TOF	STR_9254	1.50502587568726e-05	0.0372794909407734	TRUE
Albendazole_q90.TOF	STR_9255	2.63259446577066e-05	0.0652093649171393	FALSE
Albendazole_q90.TOF	STR_9259	0.00103994841385297	1	FALSE
Albendazole_q90.TOF	STR_9260	0.166168853919792	1	FALSE
Albendazole_q90.TOF	STR_9265	0.0980971253361046	1	FALSE
Albendazole_q90.TOF	STR_9274	0.0139433543574134	1	FALSE
Albendazole_q90.TOF	STR_9280	0.235417158542698	1	FALSE
Albendazole_q90.TOF	STR_9281	0.23837895160839	1	FALSE
Albendazole_q90.TOF	STR_9291	0.0676814401937414	1	FALSE
Albendazole_q90.TOF	STR_9366	0.0240953710040387	1	FALSE
Albendazole_q90.TOF	STR_9389	0.158715928785311	1	FALSE
Albendazole_q90.TOF	STR_9469	0.069523087046499	1	FALSE
Albendazole_q90.TOF	STR_9476	0.00578131162376605	1	FALSE
Albendazole_q90.TOF	STR_9479	0.00366994439769344	1	FALSE
Albendazole_q90.TOF	STR_9480	0.273631094640094	1	FALSE
Albendazole_q90.TOF	STR_9485	0.0128504314932501	1	FALSE
Albendazole_q90.TOF	STR_9493	0.119581662037574	1	FALSE
Albendazole_q90.TOF	STR_9495	0.968873794365599	1	FALSE
Albendazole_q90.TOF	STR_9498	0.257083419556248	1	FALSE
Albendazole_q90.TOF	STR_9511	0.301920572309452	1	FALSE
Albendazole_q90.TOF	STR_9513	0.0721960776427129	1	FALSE
Albendazole_q90.TOF	STR_9535	0.883559701371532	1	FALSE
Albendazole_q90.TOF	STR_9541	0.889300195549227	1	FALSE
Albendazole_q90.TOF	STR_9557	0.155831957718519	1	FALSE
Albendazole_q90.TOF	STR_9570	0.112232778519537	1	FALSE
Albendazole_q90.TOF	STR_9572	0.768520843198723	1	FALSE
Albendazole_q90.TOF	STR_9589	0.127051778369357	1	FALSE
Albendazole_q90.TOF	STR_9628	0.3398769265846	1	FALSE
Albendazole_q90.TOF	STR_9664	0.13929294918269	1	FALSE
Albendazole_q90.TOF	STR_9692	0.632276602297025	1	FALSE
Albendazole_q90.TOF	STR_9718	0.645391324646631	1	FALSE
Albendazole_q90.TOF	STR_9729	0.277619313169096	1	FALSE
Albendazole_q90.TOF	STR_9730	0.728667432827283	1	FALSE
Albendazole_q90.TOF	STR_9816	0.173960925840046	1	FALSE
Albendazole_q90.TOF	STR_9831	0.497184595768675	1	FALSE
Albendazole_q90.TOF	STR_9835	0.00417997871926501	1	FALSE
Albendazole_q90.TOF	STR_9841	0.864171617581156	1	FALSE
Albendazole_q90.TOF	STR_986	0.0584971505000652	1	FALSE
Albendazole_q90.TOF	STR_992	0.564750072773044	1	FALSE
Albendazole_q90.TOF	STR_9934	0.623072266288781	1	FALSE
Albendazole_q90.TOF	STR_9948	0.412852118806653	1	FALSE
Albendazole_q90.TOF	STR_9956	0.557696228919574	1	FALSE
Albendazole_q90.TOF	STR_9959	0.204942563344801	1	FALSE
Albendazole_q90.TOF	STR_9960	2.33308921927767e-05	0.0577906199615078	FALSE
Albendazole_q90.TOF	STR_9961	0.000473675600901079	1	FALSE
Albendazole_q90.TOF	STR_9962	0.0833959120675791	1	FALSE
Albendazole_q90.TOF	STR_9973	2.50684657010434e-05	0.0620945895414846	FALSE
Albendazole_q90.TOF	STR_9980	0.5523213639104	1	FALSE
bleo_medianEXT	STR_1000	0.979674179027268	1	FALSE
bleo_medianEXT	STR_10036	0.107954055877025	1	FALSE
bleo_medianEXT	STR_10037	0.87725624443342	1	FALSE
bleo_medianEXT	STR_10041	0.114020467618239	1	FALSE
bleo_medianEXT	STR_10050	0.618372340004582	1	FALSE
bleo_medianEXT	STR_10056	0.046628242885162	1	FALSE
bleo_medianEXT	STR_10061	0.856954072170042	1	FALSE
bleo_medianEXT	STR_10089	0.430017247010689	1	FALSE
bleo_medianEXT	STR_10108	0.891508414202973	1	FALSE
bleo_medianEXT	STR_10116	0.00279905131083123	1	FALSE
bleo_medianEXT	STR_10127	0.272127908084639	1	FALSE
bleo_medianEXT	STR_1015	0.271376853759431	1	FALSE
bleo_medianEXT	STR_10153	0.120482287210639	1	FALSE
bleo_medianEXT	STR_10154	0.735736253820924	1	FALSE
bleo_medianEXT	STR_10161	0.512974701326484	1	FALSE
bleo_medianEXT	STR_10170	0.66058357952955	1	FALSE
bleo_medianEXT	STR_10175	0.507320657594251	1	FALSE
bleo_medianEXT	STR_10181	0.655885331110718	1	FALSE
bleo_medianEXT	STR_10183	0.585081026978673	1	FALSE
bleo_medianEXT	STR_1019	0.355318086767724	1	FALSE
bleo_medianEXT	STR_10238	0.974726723255352	1	FALSE
bleo_medianEXT	STR_10244	0.227816978466865	1	FALSE
bleo_medianEXT	STR_10267	0.908508696919426	1	FALSE
bleo_medianEXT	STR_1029	0.0723574848799641	1	FALSE
bleo_medianEXT	STR_10294	0.784021496863492	1	FALSE
bleo_medianEXT	STR_1032	0.362628682426234	1	FALSE
bleo_medianEXT	STR_10333	0.248222564293613	1	FALSE
bleo_medianEXT	STR_10336	0.117289831961114	1	FALSE
bleo_medianEXT	STR_10347	0.724545358369152	1	FALSE
bleo_medianEXT	STR_1035	0.686151918357941	1	FALSE
bleo_medianEXT	STR_10352	0.512500857085689	1	FALSE
bleo_medianEXT	STR_10357	0.158899875620372	1	FALSE
bleo_medianEXT	STR_10358	0.420737289717049	1	FALSE
bleo_medianEXT	STR_1036	0.511597356604941	1	FALSE
bleo_medianEXT	STR_10370	0.833983840024914	1	FALSE
bleo_medianEXT	STR_10377	0.347024723306699	1	FALSE
bleo_medianEXT	STR_10380	0.286204449940746	1	FALSE
bleo_medianEXT	STR_10387	0.0469849530275388	1	FALSE
bleo_medianEXT	STR_10388	0.636629641947067	1	FALSE
bleo_medianEXT	STR_10409	0.263403635587999	1	FALSE
bleo_medianEXT	STR_10412	0.610741037064319	1	FALSE
bleo_medianEXT	STR_10418	0.137002974491068	1	FALSE
bleo_medianEXT	STR_10438	0.147377000333338	1	FALSE
bleo_medianEXT	STR_10470	0.236659185447094	1	FALSE
bleo_medianEXT	STR_10490	0.548124970018267	1	FALSE
bleo_medianEXT	STR_10503	0.673571464753465	1	FALSE
bleo_medianEXT	STR_10518	0.720090964487652	1	FALSE
bleo_medianEXT	STR_10531	0.555776986094319	1	FALSE
bleo_medianEXT	STR_10543	0.328310601684305	1	FALSE
bleo_medianEXT	STR_10604	0.230395974716571	1	FALSE
bleo_medianEXT	STR_10606	0.707749009486671	1	FALSE
bleo_medianEXT	STR_10628	0.2015096760177	1	FALSE
bleo_medianEXT	STR_10650	0.571045484685619	1	FALSE
bleo_medianEXT	STR_10660	0.147544421184015	1	FALSE
bleo_medianEXT	STR_10664	0.183448090645839	1	FALSE
bleo_medianEXT	STR_10678	0.801985409454859	1	FALSE
bleo_medianEXT	STR_1068	0.473723470634218	1	FALSE
bleo_medianEXT	STR_10700	0.711240611593784	1	FALSE
bleo_medianEXT	STR_10713	0.468188042720782	1	FALSE
bleo_medianEXT	STR_10746	0.43848415207476	1	FALSE
bleo_medianEXT	STR_108	0.212846751395498	1	FALSE
bleo_medianEXT	STR_1081	0.379445395036284	1	FALSE
bleo_medianEXT	STR_1085	0.13341238251412	1	FALSE
bleo_medianEXT	STR_10853	0.33718033365109	1	FALSE
bleo_medianEXT	STR_1087	0.273294765185727	1	FALSE
bleo_medianEXT	STR_10920	0.00150646239759544	1	FALSE
bleo_medianEXT	STR_10930	0.26038666233077	1	FALSE
bleo_medianEXT	STR_10934	0.00307995882300029	1	FALSE
bleo_medianEXT	STR_10952	0.937791686330578	1	FALSE
bleo_medianEXT	STR_10956	0.00100149161762639	1	FALSE
bleo_medianEXT	STR_10967	0.000943542669032497	1	FALSE
bleo_medianEXT	STR_10975	0.537823442376692	1	FALSE
bleo_medianEXT	STR_10978	0.347943804042208	1	FALSE
bleo_medianEXT	STR_1098	0.277587757143531	1	FALSE
bleo_medianEXT	STR_11003	0.992551518839694	1	FALSE
bleo_medianEXT	STR_11005	0.445027122537654	1	FALSE
bleo_medianEXT	STR_11011	0.0064056529035126	1	FALSE
bleo_medianEXT	STR_1102	0.451933143715908	1	FALSE
bleo_medianEXT	STR_11025	0.00934516529727981	1	FALSE
bleo_medianEXT	STR_11026	0.0068985767753359	1	FALSE
